"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MAGT1",3.05127957896826e-16,-5.55061523620386,0.157,0.238,1.11521217331711e-11
"CAPRIN1",3.07916485686547e-16,-6.4963996225176,0.583,0.671,1.12540396353576e-11
"ZFAT",3.13087410104523e-16,5.14306895834591,0.158,0.098,1.14430317519102e-11
"LOC105375216",3.18173636240181e-16,1.98816843445673,0.023,0.006,1.16289282309424e-11
"CHEK2",3.18930267920244e-16,-8.17550559911106,0.018,0.07,1.1656582362217e-11
"THBS2",3.19054901459538e-16,-25.0605180558339,0.01,0.058,1.16611375934447e-11
"XPR1",3.22621599919689e-16,-21.0262953042192,0.548,0.654,1.17914968554647e-11
"PHF21B",3.28433732314204e-16,-11.0584772786958,0.408,0.506,1.20039244823519e-11
"LINC00960",3.28936353727758e-16,-3.31428147307249,0.188,0.275,1.20222947923958e-11
"SLC25A30",3.31099630932684e-16,-1.80803796941732,0.038,0.099,1.21013604109587e-11
"TNFSF12",3.3313374546774e-16,-2.60067462477706,0.014,0.064,1.21757052631004e-11
"IFIH1",3.35086843625949e-16,-1.36784824554164,0.006,0.052,1.22470890476848e-11
"NECAB1",3.40033957003983e-16,-34.0210784397713,0.026,0.083,1.24279010945386e-11
"ENSG00000226877",3.40793087855439e-16,2.03008237619471,0.026,0.008,1.24556465680284e-11
"DRG1",3.47347831396783e-16,1.23686378832631,0.498,0.42,1.2695215889721e-11
"RAB32",3.53033406132478e-16,-32.8548555247145,0.037,0.097,1.29030179607359e-11
"DDX21",3.55425006811458e-16,-47.9766530789443,0.405,0.499,1.2990428573952e-11
"EIF4A2",3.57863877955292e-16,-30.3335711879122,0.851,0.831,1.3079566875388e-11
"CMPK2",3.60824397084245e-16,-4.22858198487595,0.004,0.047,1.31877708890321e-11
"ENSG00000287094",3.65565122232371e-16,1.96204595822127,0.021,0.005,1.33610396524709e-11
"CD5",3.72393588234184e-16,1.61567561405572,0.029,0.009,1.36106132563712e-11
"ZBTB44",3.79721053082368e-16,-2.92657202097533,0.509,0.429,1.38784247691075e-11
"BCL2L2",3.84115402559592e-16,-13.0489777884546,0.142,0.085,1.40390338481505e-11
"ACER3",3.92294307895087e-16,-40.546309119949,0.295,0.387,1.43379646592575e-11
"JDP2",3.97859039978152e-16,-36.7217927219768,0.08,0.151,1.45413500521615e-11
"LINC02987",4.00401081829454e-16,-26.0594685644673,0.112,0.062,1.46342591397847e-11
"FAM102A",4.02270615811395e-16,-1.61739045763394,0.09,0.166,1.47025887372907e-11
"NCAPG2",4.19342764119464e-16,-23.8996840474546,0.061,0.128,1.53265586858023e-11
"CCDC184",4.29539089392375e-16,-4.02252561769283,0.009,0.056,1.56992241782019e-11
"RBM6",4.32234849746736e-16,-11.4051221311249,0.669,0.727,1.57977515233934e-11
"LZTS1-AS1",4.57268284886938e-16,-2.42603555115826,0.018,0.07,1.67126985443327e-11
"SLC12A6",4.62481722800414e-16,4.10672632815411,0.381,0.3,1.69032444866323e-11
"ENSG00000278200",4.66548340002731e-16,1.54264221244662,0.027,0.008,1.70518752787598e-11
"ENSG00000260918",4.74446020102653e-16,-5.89771520023828,0.007,0.052,1.73405275887319e-11
"AMBRA1",4.77688896645307e-16,-31.9245744244597,0.463,0.384,1.74590514834893e-11
"CHP1",4.8056789974534e-16,-13.6875621255141,0.183,0.269,1.75642761677924e-11
"FBXL17",4.85268894895065e-16,-25.5217483174955,0.726,0.664,1.77360928395197e-11
"C9orf24",4.85427448749921e-16,-75.9571827542209,0.082,0.154,1.77418878243609e-11
"PAX5",4.85930924625004e-16,-6.22976902375795,0.029,0.009,1.77602893641193e-11
"ENSG00000265287",4.86137012218129e-16,1.07129770265359,0.095,0.05,1.77678216595604e-11
"ZNF678",4.86517969794563e-16,-1.82363004943477,0.272,0.37,1.77817452780215e-11
"GMFB",5.14808471685877e-16,-1.85312450781221,0.299,0.387,1.88157348316471e-11
"NACAD",5.14994068918337e-16,-1.41160544015355,0.059,0.128,1.88225182248963e-11
"TNKS1BP1",5.19382140079668e-16,-1.42279598236169,0.071,0.143,1.89828978377718e-11
"DPM3",5.21423326951597e-16,-1.30281224261468,0.452,0.358,1.90575011767539e-11
"ENSG00000233635",5.24113882963381e-16,-3.10889447469317,0.284,0.382,1.91558383084286e-11
"SRPX",5.31268336252259e-16,-9.60246998553434,0.006,0.051,1.94173264216838e-11
"LINC02609",5.37117733215237e-16,-11.5733141182291,0.107,0.058,1.96311160312837e-11
"CYBC1",5.38430396934238e-16,-1.2488286041988,0.102,0.18,1.96790925775495e-11
"ACTR2",5.39751346700235e-16,-15.8986552377143,0.523,0.601,1.97273719705469e-11
"EIF1AX",5.43558757279986e-16,-8.12158426921503,0.676,0.74,1.98665290198262e-11
"CENPM",5.47159441289158e-16,-8.18100935122268,0.016,0.067,1.99981304196775e-11
"LOC389831",5.49790168717225e-16,-2.27969218669013,0.018,0.07,2.00942808764459e-11
"NPEPPS",5.69449653807967e-16,-19.7278507894421,0.722,0.674,2.08128153970274e-11
"TXNRD2",5.78146911991725e-16,2.92253861438295,0.134,0.079,2.11306914863856e-11
"ATXN7L3B",5.79249675875036e-16,-1.99118753664645,0.605,0.534,2.11709964035567e-11
"C16orf46",5.854388714428e-16,1.23486271616769,0.13,0.076,2.13972053123629e-11
"LOC105377209",5.85732710405969e-16,3.65288971016378,0.042,0.016,2.14079448326278e-11
"MIR497HG",5.92028658545e-16,-2.68907732696092,0.003,0.046,2.16380554411612e-11
"DGKB",5.93920460052208e-16,3.30914319764487,0.3,0.384,2.17071988944481e-11
"PGK1",5.9782200470909e-16,-151.98748266888,0.605,0.533,2.18497964501125e-11
"LRP8-DT",6.08801270592396e-16,2.09859711391324,0.017,0.004,2.22510776388815e-11
"WDR35-DT",6.10745998235363e-16,1.63421021367816,0.037,0.013,2.23221554895043e-11
"ZFHX4-AS1",6.16998118871501e-16,-7.76722925562661,0.083,0.157,2.25506642466345e-11
"FAM124A",6.19251982777524e-16,5.25092821972734,0.256,0.184,2.26330407185357e-11
"ENSG00000268205",6.25110396204965e-16,-6.07689283534984,0.188,0.279,2.28471598708953e-11
"ZNF480",6.25270014267914e-16,1.37415393434361,0.32,0.238,2.2852993751478e-11
"SPAG1",6.32631708841723e-16,-6.09722984830799,0.242,0.168,2.31220563264561e-11
"THAP6",6.37015377060219e-16,1.95531794534351,0.322,0.237,2.32822750161739e-11
"TIAM1-AS1",6.45307517119681e-16,1.77749152245419,0.03,0.01,2.35853444432072e-11
"DNAJC15",6.65050738376404e-16,-0.655112903613645,0.181,0.115,2.43069394369192e-11
"PUF60",6.70220904815856e-16,9.66923303328396,0.401,0.49,2.44959038501147e-11
"UVRAG",6.78697680043093e-16,-24.929439315642,0.544,0.458,2.4805721507895e-11
"TDRD6",6.87672315716848e-16,1.93608058953047,0.02,0.005,2.51337354671351e-11
"PIN1",7.03177446589544e-16,-5.69804731077845,0.524,0.438,2.57004324954012e-11
"FBXO8",7.09671075330388e-16,0.894760161546229,0.259,0.183,2.59377681322504e-11
"CLGN",7.19871846919491e-16,-23.0326154474483,0.216,0.143,2.63105961330605e-11
"ENSG00000248152",7.2025281909663e-16,-20.7801045829134,0.273,0.366,2.63245202851627e-11
"KIAA1671",7.33225709221323e-16,-68.8452419073278,0.15,0.091,2.67986664463301e-11
"C6orf62",7.47590604575334e-16,-12.4630025867674,0.406,0.501,2.73236890066239e-11
"WWC3",7.49752751139059e-16,-1.03360101608683,0.114,0.194,2.74027133013815e-11
"RPS12",7.49917353246116e-16,-290.992584417957,0.93,0.912,2.74087293437923e-11
"RPL5",7.59915017333842e-16,-233.284758456696,0.927,0.916,2.77741339685346e-11
"ENSG00000260362",7.67110064774845e-16,2.7684692513999,0.01,0.002,2.80371057574558e-11
"ENSG00000272862",7.67366549579446e-16,2.38219318726656,0.015,0.003,2.80464800205792e-11
"PRSS23",7.74759790657951e-16,-50.7870648458996,0.128,0.208,2.83166955887574e-11
"NCDN",7.9489568929899e-16,-2.3381340876425,0.137,0.081,2.90526425481888e-11
"LOC105378714",7.96399439133273e-16,-6.55984671364566,0.001,0.042,2.9107603100882e-11
"TMEM141",8.04184378278862e-16,0.337662126308877,0.245,0.169,2.93921348417141e-11
"MARCHF5",8.10851766710095e-16,-20.1171638182837,0.391,0.495,2.96358212214873e-11
"SCARF2",8.14054258693789e-16,-1.98097939709622,0.018,0.069,2.97528691009993e-11
"ENSG00000236200",8.21262906752293e-16,1.12278931451786,0.235,0.164,3.00163379788895e-11
"LINC02227",8.38968256333986e-16,4.07757793316449,0.02,0.005,3.06634508007509e-11
"SCRIB",8.4148900112695e-16,-1.66535230842315,0.079,0.151,3.07555815021889e-11
"LINC02361",8.41724280913735e-16,1.75031312767462,0.023,0.006,3.07641807431161e-11
"HPCAL1",8.50754394678688e-16,2.18495208714394,0.279,0.375,3.10942223711114e-11
"FLJ40194",8.58106870614693e-16,0.890151456238236,0.443,0.355,3.13629480140964e-11
"ENSG00000269176",9.11954996888041e-16,1.50129805793653,0.035,0.013,3.3331043181261e-11
"FDXR",9.28445893816272e-16,13.0453851266159,0.046,0.109,3.39337689730909e-11
"ATAD1",9.28846378151643e-16,-4.42415095107761,0.587,0.505,3.39484062750644e-11
"STEEP1",9.31916738045115e-16,0.833075661603726,0.174,0.11,3.40606248588109e-11
"LSAMP-AS1",9.37159029524452e-16,-1.34058676657839,0.049,0.113,3.42522253700892e-11
"GNG10",9.42757716250784e-16,-21.6232871271404,0.369,0.456,3.44568517712499e-11
"SRM",9.61222999475894e-16,-19.6931345598255,0.302,0.395,3.51317394078444e-11
"ENSG00000287355",1.00368891506168e-15,-4.91212301954119,0.002,0.043,3.66838261565893e-11
"PDE4DIP",1.00629147693392e-15,-39.9407204147078,0.751,0.714,3.67789471904579e-11
"ZFP69B",1.03657287507516e-15,-1.72767461123156,0.092,0.167,3.7885702011122e-11
"TRAF4",1.04047904152119e-15,-3.66855359675806,0.168,0.253,3.8028468488558e-11
"H2BC11",1.05717628638752e-15,-30.741882739759,0.009,0.055,3.86387360911775e-11
"CREBZF",1.06309871911689e-15,1.30959762891811,0.515,0.434,3.8855195085003e-11
"APH1B",1.063167956115e-15,-2.0451337677764,0.135,0.217,3.88577256280472e-11
"GSDME",1.06549646964906e-15,-3.60486171229233,0.065,0.133,3.89428304692034e-11
"AEN",1.06879351793762e-15,-12.4189793599165,0.022,0.076,3.9063334287102e-11
"PIWIL4",1.07121288121235e-15,2.57774905167852,0.029,0.009,3.91517595954303e-11
"UBA1",1.10133053881398e-15,-4.13537312466967,0.327,0.421,4.02525298631123e-11
"DAPK1",1.11270347094693e-15,-33.9625637605601,0.446,0.543,4.06681991596393e-11
"SLC39A10",1.13108968991377e-15,-6.41028330960483,0.426,0.518,4.13401970766583e-11
"TMEM126B",1.13810010811521e-15,-1.76136576593531,0.404,0.313,4.15964208515028e-11
"SYAP1",1.16136346276423e-15,-102.952789599625,0.315,0.4,4.244667320057e-11
"H3C7",1.16662502841379e-15,-22.3121182721266,0.004,0.046,4.26389781634955e-11
"MPP2",1.177133782614e-15,2.50037070171865,0.192,0.127,4.30230626207592e-11
"ONECUT1",1.18482608054121e-15,-112.098387377189,0.051,0.114,4.33042084177009e-11
"SRXN1",1.20151155955497e-15,-23.6836537723134,0.061,0.027,4.39140459901748e-11
"ENSG00000253649",1.22828936939788e-15,-2.81686074828345,0.02,0.072,4.48927481621231e-11
"C16orf87",1.23163249602871e-15,-11.3924060913879,0.391,0.486,4.50149360973535e-11
"CTDSPL",1.23532036360945e-15,-16.6211541553809,0.219,0.308,4.51497239695619e-11
"HLA-C",1.24425585649569e-15,-39.1869251580398,0.255,0.34,4.5476307299061e-11
"ENSG00000232354",1.25286220010797e-15,2.6232391904101,0.011,0.002,4.5790860551746e-11
"RADX",1.25509602129329e-15,-8.38544311618424,0.029,0.085,4.58725044822485e-11
"ENSG00000260971",1.25828566580503e-15,-25.3206840576572,0.04,0.1,4.59890827995082e-11
"RILPL2",1.259500435776e-15,-7.01887499788572,0.036,0.095,4.60334814271771e-11
"ZNF280C",1.29105630037393e-15,-1.24747185616457,0.137,0.218,4.71868167223666e-11
"APOBEC3H",1.31219886931397e-15,1.72803485762732,0.024,0.007,4.79595564745564e-11
"ENSG00000286387",1.32361590992026e-15,-12.0428108009625,0.003,0.044,4.83768378916755e-11
"KLC4",1.33432030825007e-15,1.25660411980646,0.26,0.185,4.87680729462318e-11
"ENSG00000282508",1.33811958853799e-15,0.884295251380949,0.116,0.065,4.89069328414751e-11
"DNAAF9",1.3511483676206e-15,-74.6255032955117,0.547,0.643,4.93831216881651e-11
"RIF1",1.37108711993848e-15,-11.6327340664695,0.489,0.568,5.01118631466314e-11
"SFRP4",1.39793081673068e-15,-248.019998972237,0.026,0.081,5.10929734206895e-11
"HAGH",1.45934389378445e-15,-1.86960044644578,0.476,0.389,5.33375599739278e-11
"CAPN2",1.46964274746859e-15,-3.33988351458536,0.223,0.314,5.37139727772294e-11
"SMUG1",1.47750407029273e-15,1.00470808540961,0.18,0.117,5.40012962651289e-11
"KCNN2",1.48813173998576e-15,-16.9585824161749,0.054,0.118,5.43897269647395e-11
"TRMT2B",1.50707657172541e-15,-1.70330823873286,0.031,0.088,5.50821416199922e-11
"WBP4",1.52059636636185e-15,-9.62925796295666,0.453,0.543,5.55762765941594e-11
"LOXL1-AS1",1.53146590533579e-15,1.1831702952186,0.046,0.019,5.59735473741178e-11
"RAPH1",1.55236548115947e-15,-18.6940879905247,0.517,0.587,5.67374059708974e-11
"IRF2BPL",1.55677966909248e-15,-2.98707381355616,0.284,0.379,5.68987401256612e-11
"LMO7",1.61354003927084e-15,-67.30272754742,0.109,0.184,5.897327489531e-11
"NFIL3",1.61932695849114e-15,-13.5719974549384,0.362,0.271,5.91847810058926e-11
"NECAB3",1.62616312196902e-15,0.954939351713179,0.144,0.088,5.94346359448457e-11
"ERO1B",1.63898526918878e-15,-3.35074770366545,0.245,0.336,5.99032726035808e-11
"ENSG00000287618",1.65337927902292e-15,-2.41161138329815,0.007,0.051,6.04293592690087e-11
"GOLGA4",1.65905093856255e-15,-29.7395110604766,0.75,0.679,6.06366527535227e-11
"RAB3B",1.67178359208238e-15,-25.2867183567482,0.152,0.093,6.11020185070188e-11
"ATP11C",1.69467432810272e-15,-14.7194472030586,0.224,0.315,6.19386520178264e-11
"GAMT",1.70189222232665e-15,3.56435513196644,0.403,0.313,6.22024588338168e-11
"WARS1",1.70905008125715e-15,-28.6099843621137,0.154,0.095,6.24640714198677e-11
"ENSG00000269918",1.78950605369226e-15,1.24662790850886,0.114,0.065,6.54046567563985e-11
"PAGR1",1.79559449584478e-15,-1.57835647213428,0.397,0.308,6.56271832286308e-11
"DRAIC",1.82841037312955e-15,-13.8973332719885,0.12,0.069,6.6826570727512e-11
"ZNF781",1.83085867467335e-15,1.19997963134833,0.11,0.062,6.69160537006361e-11
"TULP4",1.83962272988991e-15,0.444088905898646,0.643,0.577,6.72363711547463e-11
"ENSG00000286162",1.86152239114254e-15,-9.9845328114013,0.137,0.218,6.80367818738687e-11
"TMEM266",1.86508049307282e-15,0.718494743325893,0.104,0.057,6.81668269413186e-11
"SLC25A16",1.88302365782005e-15,-2.44811645509336,0.329,0.248,6.88226316696652e-11
"STX19",1.89356368861106e-15,1.58420456544795,0.073,0.035,6.92078592550456e-11
"NSD3",1.9230570466365e-15,-21.3882334869229,0.766,0.839,7.02858119975173e-11
"CYBA",1.94378718777264e-15,-5.39505269766384,0.044,0.104,7.10434779259023e-11
"ENSG00000259275",1.97895386825768e-15,-5.65648390490848,0.004,0.047,7.232878493095e-11
"ZFHX3-AS1",1.99181108609819e-15,-2.10892759462853,0.335,0.248,7.27987033858026e-11
"GIT1",2.03046871010701e-15,-4.38782728587857,0.125,0.206,7.42116008857013e-11
"KCNJ8",2.03051199850876e-15,-13.828370675881,0.003,0.044,7.42131830334967e-11
"COX6C",2.06763159193889e-15,-27.4322278950357,0.835,0.809,7.55698670537746e-11
"ENSG00000254602",2.10237505556669e-15,-2.25802674097095,0.027,0.082,7.68397059059071e-11
"AOPEP",2.10518409553644e-15,-38.0916895752856,0.41,0.511,7.69423735077614e-11
"PABPC1L",2.11955888474118e-15,-1.95360899381476,0.051,0.114,7.74677576784055e-11
"PRR5L",2.1504768315623e-15,-83.1051975733603,0.057,0.122,7.85977777167704e-11
"LOC115308161",2.26126524426598e-15,2.26365005466112,0.021,0.006,8.26469834126772e-11
"CAPN1",2.26382883485501e-15,-1.27040678161272,0.131,0.213,8.27406800851158e-11
"ENSG00000234428",2.31367947943915e-15,-6.44527676289659,0.007,0.051,8.45626712940216e-11
"C21orf91-OT1",2.32599734314621e-15,4.50369139090589,0.039,0.014,8.50128768946507e-11
"HDLBP",2.33983860172667e-15,-15.0698974378729,0.358,0.444,8.5518761054508e-11
"HEYL",2.35561776766282e-15,-7.35020513588925,0.01,0.002,8.60954737903084e-11
"LINC02294",2.36183064428057e-15,3.89315143743442,0.019,0.005,8.63225482178106e-11
"NME2",2.37397303796866e-15,-15.4300931533338,0.739,0.693,8.67663405647166e-11
"ENSG00000283380",2.38535582487804e-15,-34.4356772395379,0.046,0.106,8.71823700434674e-11
"ENSG00000260578",2.39090738280838e-15,-2.83673101993041,0.006,0.05,8.73852739342634e-11
"PACS2",2.41537500447554e-15,-48.0685028210394,0.221,0.31,8.82795410385766e-11
"ENSG00000286530",2.44700735531785e-15,2.66643922194989,0.04,0.015,8.9435671829512e-11
"LSS",2.53144401701201e-15,-19.3943921151641,0.168,0.25,9.2521747377772e-11
"ATP5F1B",2.56361884273821e-15,-20.3065141741042,0.746,0.703,9.36977050832387e-11
"METTL8",2.56709008200081e-15,-147.632960495184,0.153,0.236,9.38245754070476e-11
"TESK2",2.5779905753625e-15,-2.2747194872725,0.092,0.049,9.42229775389241e-11
"HECTD1",2.59816075379257e-15,4.49224534649088,0.616,0.54,9.49601773903645e-11
"ANO8",2.62406599445371e-15,-1.46428270454934,0.073,0.142,9.59069880312887e-11
"PLSCR1",2.62671580598488e-15,-19.1715494938159,0.018,0.069,9.60038359929413e-11
"FOSL2",2.67336215800174e-15,-22.069952002538,0.019,0.069,9.77087135128056e-11
"LOC102724250",2.69019596943599e-15,-1.60263842206209,0.076,0.146,9.8323972486916e-11
"CFAP210",2.6978501566593e-15,-29.3065412993056,0.185,0.119,9.86037253757407e-11
"ENSG00000263146",2.70477103190983e-15,-4.46651626852242,0.223,0.317,9.88566764452722e-11
"SMAD5",2.72102555058609e-15,-9.30570994179416,0.453,0.538,9.9450762848371e-11
"ZNF608",2.7230504835806e-15,-64.4883532055255,0.735,0.623,9.95247721243874e-11
"ENSG00000287867",2.74141837694525e-15,-7.1208106169599,0.001,0.039,1.00196100258972e-10
"SLC17A6",2.74290776493308e-15,-18.3225729315169,0.009,0.054,1.00250535900539e-10
"PIP5K1A",2.75424824380241e-15,3.40634331141594,0.51,0.436,1.00665019062734e-10
"ZBTB34",2.77600020865939e-15,1.08638616695155,0.116,0.066,1.01460031626292e-10
"SLC44A1",2.85504282121312e-15,-61.5888647661903,0.384,0.493,1.04348960072518e-10
"GPAT4",2.88254581086941e-15,-1.01567555909688,0.121,0.2,1.05354166841466e-10
"CDCA5",2.88724588866087e-15,-7.70976597211316,0.013,0.059,1.05525949984666e-10
"HAUS1",2.89034079996963e-15,-2.84418963516618,0.234,0.321,1.0563906589809e-10
"UBB",2.91663251801222e-15,-68.817482178273,0.832,0.782,1.06600001900829e-10
"ENSG00000264112",2.93065268755447e-15,0.703924471992408,0.183,0.119,1.07112425077428e-10
"AOAH",2.9382392053502e-15,-4.15736908903322,0.021,0.073,1.07389704716345e-10
"NUBPL",2.9947574692799e-15,-22.6202180152646,0.439,0.352,1.09455390744711e-10
"KBTBD11-AS1",3.01667107979167e-15,-3.88262204683052,0.028,0.083,1.10256311295306e-10
"SLC16A1",3.10082695203591e-15,-23.8101244153461,0.511,0.426,1.1333212426996e-10
"GRAP2",3.10797124625257e-15,1.35270067383672,0.056,0.025,1.13593241079285e-10
"DTX1",3.15712279811422e-15,-1.06112772459724,0.107,0.185,1.15389681148277e-10
"SFXN2",3.20407416072638e-15,0.774945657331119,0.107,0.059,1.17105706500388e-10
"MMP15",3.23869945885209e-15,-1.77718293894567,0.047,0.109,1.18371226521585e-10
"TROAP",3.25675512709844e-15,-16.6506599376487,0.003,0.044,1.19031143140321e-10
"KCNH8",3.25846402830079e-15,-18.7751541480837,0.156,0.24,1.19093601770365e-10
"LAMC1",3.27407332127888e-15,-29.6628282933642,0.145,0.228,1.19664105819422e-10
"PANK2",3.35639228014474e-15,-2.83200301666656,0.496,0.576,1.2267278144701e-10
"NCK2",3.37539601402657e-15,-3.0346313498039,0.289,0.386,1.23367348916657e-10
"ENSG00000263823",3.42367618592868e-15,1.39047346967487,0.028,0.009,1.25131940919507e-10
"PPP6R2",3.47560411421501e-15,-40.1182932716176,0.384,0.478,1.27029854770444e-10
"WDR7",3.48334185705726e-15,-12.120136248283,0.539,0.458,1.27312661533586e-10
"IGSF11-AS1",3.49012590088018e-15,1.80953387119346,0.021,0.006,1.2756061155127e-10
"ENSG00000241990",3.49071449756373e-15,-4.07720569504302,0.015,0.063,1.27582124171457e-10
"TMEM177",3.53610406802234e-15,0.806479897783873,0.178,0.116,1.29241067582148e-10
"TOMM22",3.53701386719196e-15,0.718497246214142,0.436,0.352,1.29274319831999e-10
"ANXA2R-OT1",3.53897458771444e-15,-28.1813333637568,0.049,0.111,1.29345982206375e-10
"TAPBP",3.54386057539028e-15,-0.596346470915156,0.13,0.207,1.29524560169939e-10
"SNX4",3.61045732816961e-15,-14.8100633457751,0.412,0.509,1.31958604887271e-10
"MKRN2OS",3.61357042696589e-15,1.17829864456067,0.194,0.129,1.32072385535176e-10
"GPAA1",3.62290078448355e-15,1.69986708373531,0.28,0.203,1.32413400772089e-10
"CSNK2A1",3.62980801220639e-15,-28.5918393398185,0.611,0.693,1.32665853038131e-10
"FKBP2",3.66118299179621e-15,-4.20446948033669,0.063,0.129,1.3381257716716e-10
"BCAS2",3.66830430206273e-15,-23.5496759342074,0.566,0.491,1.34072853936091e-10
"MAPK1IP1L",3.68712980084352e-15,-2.02323278575611,0.472,0.544,1.3476090709103e-10
"ZNF184",3.71855690925891e-15,-2.35072060650383,0.099,0.173,1.35909536476504e-10
"TRAPPC6A",3.77221169141519e-15,2.1465072743202,0.29,0.211,1.37870565109534e-10
"DNAJA2",3.77271667111277e-15,-6.78939617042285,0.52,0.441,1.37889021612501e-10
"HEY1",3.77935358227243e-15,-13.0623369489945,0.099,0.17,1.38131594078475e-10
"TMEM145",3.80099769515988e-15,0.617144598750866,0.141,0.085,1.38922664760398e-10
"RRAGA",3.81828795468767e-15,-35.9064518378597,0.296,0.384,1.3955460645588e-10
"ENSG00000286512",3.87016334949868e-15,1.08709233508343,0.097,0.052,1.41450600260827e-10
"ENSG00000235501",3.93483017975038e-15,-63.4396054500517,0.054,0.117,1.43814108239697e-10
"ENSG00000286797",3.94628722413876e-15,-34.2748883869371,0.025,0.077,1.44232851755047e-10
"CMC1",3.96313706436974e-15,-11.18932541008,0.456,0.368,1.4484869656565e-10
"DAGLA",3.97773742037991e-15,-2.58558675186539,0.018,0.068,1.45382324977465e-10
"VPS37C",4.08709669147506e-15,1.30143283257878,0.137,0.083,1.49379296976722e-10
"SKA1",4.1115231599589e-15,-7.99406945522461,0.002,0.041,1.50272059973338e-10
"MPZL3",4.22723275599384e-15,1.6611837924252,0.023,0.007,1.54501129998819e-10
"ENSG00000286412",4.5224587540668e-15,-2.74442349848688,0.012,0.058,1.65291345002387e-10
"XIAP",4.54382550191319e-15,5.38290592790732,0.503,0.428,1.66072278269425e-10
"RWDD3",4.63691794694595e-15,5.94651054495219,0.221,0.153,1.69474714042927e-10
"MKNK2",4.66015442828482e-15,-12.9344520092424,0.291,0.213,1.70323984199382e-10
"ENSG00000227398",4.66317115981029e-15,-24.0908853812903,0.394,0.306,1.70434242719906e-10
"PGAP3",4.6707641984475e-15,0.829048382422419,0.087,0.045,1.70711760689058e-10
"RNF213-AS1",4.70270303394407e-15,-0.944701563856711,0.238,0.168,1.71879093187622e-10
"COIL",4.78056246057656e-15,-24.7228891900018,0.434,0.353,1.74724777371613e-10
"ENSG00000225752",4.79518547126326e-15,-17.2744174725221,0.036,0.013,1.75259233789201e-10
"ENSG00000267549",4.7957861247463e-15,1.05654157209956,0.104,0.058,1.75281187073352e-10
"TNFRSF21",4.80052432222024e-15,-12.5755960518787,0.039,0.097,1.75454363452828e-10
"MCMBP",4.9324393308845e-15,-1.53906688920983,0.334,0.424,1.80275725104498e-10
"PANK1",4.94015041117549e-15,-228.772239954971,0.071,0.14,1.80557557378053e-10
"ENSG00000260329",5.01183180508654e-15,1.11254070545563,0.097,0.053,1.83177440644108e-10
"HIPK2",5.0251293578491e-15,-44.2818459874052,0.663,0.605,1.83663452900027e-10
"NOTCH2NLC",5.07234390577465e-15,-2.77227279892883,0.052,0.114,1.85389097412158e-10
"CDH2",5.07762049452189e-15,-33.7412852604586,0.829,0.876,1.85581951454281e-10
"DCK",5.09756363269557e-15,-2.00435112537518,0.21,0.298,1.8631085321139e-10
"XPO4",5.1054022353779e-15,1.70022907932613,0.501,0.422,1.86597346300827e-10
"DAZAP2",5.13257348753794e-15,-13.0769858649555,0.262,0.348,1.87590428396024e-10
"ENSG00000244513",5.14872480179475e-15,-25.9710702663158,0.163,0.103,1.88180742780796e-10
"COX3",5.28892678020623e-15,-286.66450815988,0.915,0.941,1.93304984889757e-10
"NUP160",5.2992309299363e-15,-10.0945446377375,0.401,0.496,1.93681591258242e-10
"ISG15",5.35040754381856e-15,-82.4500732387358,0.056,0.12,1.95552045319024e-10
"IMMP1L",5.36386498450828e-15,-225.707820581295,0.554,0.467,1.96043901318793e-10
"CARD11",5.42400130522868e-15,-38.5392975264712,0.043,0.017,1.98241823704803e-10
"DNAH7",5.42546113087329e-15,-30.2962129279971,0.137,0.083,1.98295178872288e-10
"ENSG00000286895",5.50789071662747e-15,-21.9137347537358,0.047,0.107,2.01307897802017e-10
"TRAPPC13",5.54185960485234e-15,3.18572844690335,0.354,0.271,2.02549426697748e-10
"STYXL1",5.56780364509831e-15,0.140217351297655,0.201,0.134,2.03497655424698e-10
"NUTF2",5.57563396212077e-15,-3.05223508108289,0.332,0.417,2.03783845681552e-10
"CDK5RAP1",5.58836288747408e-15,0.849473226990826,0.273,0.198,2.0424907517429e-10
"ENSG00000277270",5.86142806201812e-15,-24.805274920135,0.004,0.044,2.142293342387e-10
"KCTD7",5.88272819252967e-15,1.19361075951511,0.307,0.227,2.15007832708767e-10
"JUND",6.03984512438368e-15,-90.9006776390193,0.805,0.814,2.20750299451099e-10
"ARRDC1-AS1",6.07092238187902e-15,1.05767003186489,0.165,0.105,2.21886142135296e-10
"EIF4G1",6.1945794531309e-15,-2.59452208932139,0.198,0.284,2.26405684432481e-10
"ITGB1BP1",6.24797800635023e-15,-60.7554256298416,0.284,0.37,2.28357348154094e-10
"TBCA",6.25891159171105e-15,-10.3595149742298,0.827,0.788,2.28756959765447e-10
"RUFY2",6.25892929156035e-15,-4.939291775646,0.527,0.612,2.28757606677239e-10
"C1QTNF7-AS1",6.26115114428483e-15,-158.081491886048,0.269,0.347,2.28838813172466e-10
"TNK2",6.28410649787874e-15,-12.3426472474855,0.11,0.186,2.2967780839097e-10
"HAP1",6.33009484541456e-15,-20.822916292141,0.027,0.08,2.31358636505057e-10
"CLDN18",6.33426436626312e-15,-18.6296763125898,0.032,0.011,2.31511028322551e-10
"SPAG6",6.45629028684512e-15,-9.37200615033761,0.063,0.03,2.35970953693902e-10
"ACOT9",6.51338807471421e-15,-16.2494566907693,0.068,0.134,2.3805782074273e-10
